,order_id,customer_id,order_type,promo,order_sum,age,name,last_name,gender
104,893,34,phone,0,626,22,Иван,Артемов,м
965,894,473,website,0,340,18,Полина,Муратова,ж
230,896,402,phone,0,999,31,Ева,Любимова,ж
299,897,670,website,0,2296,18,Марина,Сорокина,ж
634,898,559,website,0,323,41,Анна,Петухова,ж
475,901,187,phone,0,300,51,Илья,Егоров,м
968,902,171,website,0,305,34,Елизавета,Денисова,ж
941,904,765,website,1,700,43,Михаил,Чижов,м
645,905,278,website,1,350,23,Степан,Карпов,м
748,906,651,phone,0,338,27,София,Соболева,ж
472,907,584,phone,0,628,19,Иван,Прохоров,м
969,908,566,website,0,341,26,Анна,Полякова,ж
545,909,155,website,0,608,42,Арина,Громова,ж
266,914,750,website,1,350,21,Вера,Харитонова,ж
690,920,434,website,1,700,44,Артём,Медведев,м
972,921,111,phone,0,336,32,Анна,Владимирова,ж
798,922,570,website,0,628,32,Александра,Пономарева,ж
879,923,158,phone,0,1830,39,Александр,Гусев,м
609,924,70,phone,0,315,39,Анастасия,Белякова,ж
102,925,548,phone,0,323,22,Матвей,Петров,м
973,926,51,website,0,318,25,Злата,Афанасьева,ж
717,927,471,website,0,1256,46,Елизавета,Муравьева,ж
974,928,128,phone,0,307,36,Мирон,Герасимов,м
344,931,762,website,0,2191,18,Екатерина,Чернышева,ж
11,932,705,website,1,350,37,Марина,Третьякова,ж
267,933,750,phone,0,1308,21,Вера,Харитонова,ж
936,935,297,website,0,981,22,Дмитрий,Козлов,м
287,936,632,website,0,646,18,Александра,Симонова,ж
977,939,774,phone,0,1670,32,Захар,Швецов,м
61,943,669,website,1,700,22,Мария,Сорокина,ж
979,944,54,phone,0,1041,34,Елизавета,Балашова,ж
773,945,328,website,0,319,47,Дмитрий,Котов,м
78,946,514,website,0,676,29,Филипп,Новиков,м
980,947,238,phone,0,332,52,Лев,Иванов,м
501,948,206,phone,0,1720,29,Мария,Журавлева,ж
864,950,409,website,0,317,47,Глеб,Макаров,м
188,951,794,phone,0,606,18,Тимофей,Юдин,м
816,952,654,phone,0,1968,18,Павел,Соколов,м
709,953,458,phone,0,1029,34,Вера,Моисеева,ж
981,954,778,website,0,320,44,Максим,Шилов,м
982,957,11,website,0,694,35,Максим,Александров,м
685,958,659,website,1,350,28,Милана,Соколова,ж
420,959,273,website,0,349,22,Алёна,Калинина,ж
710,960,458,website,0,343,34,Вера,Моисеева,ж
983,962,212,phone,0,634,36,Кира,Зайцева,ж
518,964,380,website,0,322,44,Таисия,Латышева,ж
392,967,447,website,0,668,30,Анна,Миронова,ж
985,968,399,phone,0,676,32,Дмитрий,Любимов,м
986,969,520,website,0,608,23,София,Носкова,ж
567,971,603,phone,0,1340,33,Никита,Савельев,м
988,979,518,website,1,350,31,Елизавета,Новикова,ж
62,982,669,website,1,700,22,Мария,Сорокина,ж
487,983,699,website,0,334,55,Марк,Тихонов,м
994,985,351,website,0,326,27,Семён,Кузнецов,м
867,986,94,website,0,321,26,Алексей,Буров,м
995,987,568,website,1,350,38,Виктория,Полякова,ж
275,988,294,website,1,700,28,Александр,Кожевников,м
385,989,538,website,0,310,26,Арина,Павлова,ж
996,990,768,website,1,350,30,Николай,Чистяков,м
997,991,768,website,0,640,30,Николай,Чистяков,м
930,992,142,phone,0,333,23,Василиса,Горшкова,ж
140,993,558,website,1,700,37,Дмитрий,Петухов,м
659,997,393,website,1,350,33,Андрей,Логинов,м
574,1000,421,website,0,676,27,Анна,Маркова,ж
0,1,865,website,0,678,21,Милана,Латышева,ж
5,2,899,website,1,700,34,Матвей,Иванов,м
